	WP_002725873.1	WP_002740826.1	WP_002740861.1	WP_032853071.1	WP_002740902.1	WP_002740804.1	WP_002740724.1	WP_078313319.1	WP_016749081.1	WP_002738232.1	WP_002740722.1	WP_002741071.1	WP_002740041.1	WP_230456805.1	WP_002738295.1	WP_002733661.1	WP_050547976.1	WP_002727927.1	WP_000406134.1	WP_000275679.1	WP_000799637.1	WP_000579813.1	WP_001052314.1	WP_002115474.1	WP_000600954.1	WP_004503087.1	WP_061236010.1	WP_198288176.1	WP_004503102.1	WP_239248150.1	WP_223809837.1	WP_001106774.1	WP_002733615.1	WP_039942433.1	WP_244265121.1	WP_010578390.1	WP_000667982.1	WP_003009953.1	WP_036096970.1	WP_003009503.1	WP_003009636.1	WP_036096962.1	WP_196221670.1	WP_003009473.1	WP_003009529.1	WP_003009523.1	WP_003009310.1	WP_282974009.1	WP_004479640.1	WP_282974006.1	WP_004479635.1	WP_282973988.1	WP_004434477.1	WP_004434773.1	WP_004434738.1	WP_004434663.1	WP_004434686.1	WP_004434935.1	WP_004421329.1	WP_004421044.1	WP_004448468.1	WP_036063888.1	WP_243817855.1	WP_004450690.1	WP_004450706.1	WP_004421460.1	WP_004450681.1	WP_036063866.1	WP_004450670.1	WP_016748630.1	WP_016560406.1	WP_016560441.1	WP_016560449.1	WP_016560426.1	WP_016560398.1	WP_244266170.1	WP_016560457.1	WP_000980525.1	WP_000653659.1	WP_017214689.1	WP_020981249.1	WP_001256699.1	WP_000020777.1	WP_002076509.1	WP_000535865.1	WP_001117631.1	WP_000697351.1	WP_029781911.1	WP_000041234.1	WP_002108488.1	WP_002108487.1	WP_002108506.1	WP_002108485.1	WP_002108483.1	WP_025180280.1	WP_002108502.1	WP_002108526.1	WP_000580577.1	WP_000665193.1	WP_000651740.1	WP_000579360.1	WP_002108484.1	WP_000723079.1	WP_002108504.1	WP_237578347.1	WP_004280040.1	WP_237578348.1	WP_004280867.1	WP_004280058.1	WP_100224632.1	WP_020780101.1	WP_011669928.1	WP_004779589.1	WP_004779550.1	WP_011669929.1	WP_004779559.1	WP_000361605.1	WP_000699347.1	WP_000808025.1	WP_000623952.1	WP_000208484.1	WP_000373631.1	WP_000673831.1	WP_000723077.1	WP_000853941.1	WP_000824284.1	WP_001055393.1	WP_000125000.1	WP_000950837.1	WP_002102575.1	WP_000952994.1	WP_000721297.1	WP_000358359.1	WP_000703222.1	WP_000513413.1	WP_032921258.1_26	WP_004483359.1_59	WP_004462134.1_62	WP_004462133.1_63	WP_004462126.1_69	WP_004462125.1_70	WP_004478059.1_71	WP_016551793.1_72	WP_016551804.1_73	WP_004477829.1_74	WP_004462889.1_79	WP_004477915.1_81	WP_061208429.1	WP_061209096.1	WP_228039699.1	WP_061209098.1	WP_228008733.1	WP_061208037.1	True_serogroup	class
fiocruz_l1-130	72.64116981	95.628	95.368	92.258	0	39.41629197	63.92611074	0	29.71286901	38.80632836	81.105	87.01265455	55.872	0	87.93736965	82.215	72.54269831	84.043	0	72.83649038	99.296	96.50793651	99.82	98.606223	99.245	89.286	43.86578824	53.48885788	54.27759292	13.32226644	99.531	99.76	80.79105085	22.54908333	46.35798675	45.77146269	58.45365459	80.79105085	0	63.54547157	32.68283171	37.31320896	76.344	84.90895522	0	11.71483871	68.77067774	82.10794118	81.49154696	69.08620141	38.96453951	37.55265823	0	44.82763218	37.01963942	35.10915254	0	0	31.03445211	29.16657955	0	21.10531658	32.39785714	0	29.30557704	26.39988	19.00486425	34.86576628	0	17.41756757	25.5104949	54.598	64.93838519	80.11001105	27.84496368	0	0	29.04587552	0	25.42365617	12.78839413	0	41.55132687	32.28668161	25.21333333	30.74911628	29.67433276	0	27.81766187	0	0	21.29652778	0	0	29.7517686	30.57334395	39.71591489	0	11.60394198	30.89704319	38.23522059	0	73.795	29.1138481	41.89813748	0	0	0	57.46007143	30.11167286	0	0	0	0	0	0	22.2779397	30.57094286	0	36.43755061	22.29150464	13.9575665	0	83.735	66.16785629	60.36297668	0	44.14109375	33.48851163	0	0	17.67260345	0	0	0	47.27286234	41.88057692	0	38.21851149	0	0	11.27036885	0	0	0	35.49806061	15.67297615	0	0	0	64.88525191	32.58705473	0	Icterohaemorrhagiae	1
duyster	72.64116981	95.355	95.64	92.581	0	25.54756691	22.65080537	0	29.39311821	26.86525373	31.68630523	0	22.42015302	0	23.73561479	20.47004027	72.88122034	84.397	79.839	26.68295192	30.98623239	32.38087619	0	0	99.245	0	23.36137311	0	31.85853982	0	69.4831784	27.09815348	81.35621469	22.54908333	30.13266556	17.41308126	22.70504348	81.35621469	75.2019407	21.23730936	32.19497561	28.35853731	0	0	0	0	19.26887043	82.84316912	32.87264917	25.05877283	38.96453951	0	0	45.40192529	37.50021635	29.05530266	45.67489273	50.75063063	95.785	94.318	89.341	92.62958124	95.408	83	90.332	97.6	95.475	91.954	76.737	17.41756757	25.5104949	54.598	64.44417778	29.55769337	86.683	13.78371892	98.63	100	86.145	26.14966344	42.55812159	0	0	32.28668161	30.76888034	31.00768992	0	15.55964161	26.37851799	0	0	21.29652778	0	0	31.81780165	30.57334395	39.36174468	0	0	15.61447176	38.23522059	0	32.22878313	26.16007595	0	0	0	0	0	28.99628253	0	0	0	0	0	0	51.59126298	30.8568	0	0	21.672	0	0	28.31346084	36.82622754	0	0	43.74971875	33.48851163	0	43.9865945	40.374	0	0	0	85.71428571	0	0	14.36786207	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.68181679	0	0	Grippotyphosa	2
178119	72.64116981	33.06036885	36.23941962	35.80629677	0	0	26.67767114	0	29.39311821	27.61166418	35.75567442	0	22.42015302	0	22.56789105	27.51698658	72.54269831	84.043	0	0	30.98623239	32.38087619	0	0	32.0757283	0	23.36137311	0	39.233	32.37731872	70.89221127	0	26.55362712	0	0	24.54381095	0	22.59885876	0	21.23730936	0	28.35853731	0	43.44895522	0	29.71113922	32.55772425	0	34.80632044	0	39.23679564	0	0	0	0	0	0	0	31.03445211	29.16657955	0	21.10528476	32.39785714	0	29.00347432	26.39988	19.23108597	34.48272414	0	17.41756757	0	23.56287931	0	31.76787293	0	14.3244973	0	16.18244813	0	0	0	0	100	99.552	100	100	100	100	100	99.71	100	100	82.29467869	99.526	99.587	99.682	100	100	100	95.34883721	99.51	100	99.699	99.578	91.48961047	0	36.71480676	0	90.952	43.12260223	0	0	40.0003619	0	79.50263768	90.949	22.44572864	25.14312857	0	0	21.672	10.67344828	0	74.096	38.3233982	0	0	44.14109375	33.48851163	0	0	12.50013793	0	12.83585075	0	19.22097403	0	0	22.9887069	0	0	7.786772541	0	0	0	0	11.24365417	0	11.36755519	0	28.24403053	0	0	Hebdomadis	3
56602	99.057	32.78715847	40.05409537	94.839	25.00018651	39.17235766	42.78489262	0	100	100	99.709	98.442	55.51603559	98.79	99.611	100	99.661	98.936	0	68.2694375	36.62005634	33.65044762	0	89.54689895	33.20712453	87.338	94.958	54.78008269	55.75249558	88.196	0	81.05551559	100	25.49066176	45.36456954	40.29884909	56.03878261	76.83642938	0	41.97311037	90.24362927	79.104	77.419	84.74299337	79.835	64.85570119	71.42891694	81.373	81.76767956	66.27596721	80.65424796	36.70917722	20.748	40.80491379	37.98057692	33.65640678	0	0	0	31.81775758	13.56608721	20.60321608	33.9290051	0	30.21172205	27.60028	17.87315385	37.16505747	0	17.41774174	26.02040816	53.448	65.92581728	84.53084254	28.81341404	0	0	27.38582988	0	24.21289104	14.25598742	0	40.4434349	16.59219283	27.7774359	25.83941085	42.36666381	0	23.26164508	0	26.92345055	0	0	0	28.92609917	0	36.52488298	0	31.57031058	26.91	38.2354902	0	29.51846386	30.80179747	42.22579051	0	0	0	0	40.14859851	0	0	0	0	0	0	22.27809045	30.57094286	0	33.19806073	20.43341176	0	0	28.91539157	66.16785629	62.69415803	0	43.74971875	34.41816744	0	0	16.95378879	0	12.53727761	0	85.71396623	42.73459829	0	39.65560345	0	0	0	0	0	0	37.66192208	15.33202726	0	12.52080231	0	35.62305344	33.58207214	0	Javanica	1
148237	72.64116981	33.60671585	36.51189646	87.097	0	37.9566399	26.67767114	0	29.71286901	26.86525373	31.39493023	0	22.42015302	0	24.12432296	20.47004027	72.54269831	83.688	0	37.01953125	30.98623239	32.38087619	0	0	98.868	87.987	23.19327059	0	31.85853982	0	70.89221127	36.21131415	43.50262147	26.47096078	43.04606623	24.70988226	33.81638647	41.8079548	0	21.23730936	30.732	29.10474627	0	0	0	0	19.26887043	36.27469118	81.49211326	33.72329977	38.96453951	0	76.87105102	80.45943103	78.6055024	62.4695109	44.63692042	51.05135135	96.552	95.455	40.69727132	57.11859296	80.102	47.33338333	17.82467674	26.39988	29.185819	34.86576628	72.80930514	17.41756757	29.08125	40.80451724	36.54327901	81.76749724	29.29745763	0	0	29.04587552	99.398	14.04347942	75.052	0	0	31.83881166	30.34182051	30.74911628	0	15.03498776	23.98070743	0	0	21.29652778	0	0	31.81780165	30.57334395	39.71591489	0	0	15.61447176	38.23522059	0	31.92795181	26.58253165	0	0	0	0	0	42.37934572	0	0	0	0	0	0	50.25144054	49.429	0	0	21.672	0	0	28.6145	36.52694012	0	0	44.14109375	33.48851163	0	62.8861512	44.10883333	0	0	0	85.71428571	0	0	14.3677069	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.68181679	0	0	Australis	2
vehlefans_3	70.75439623	98.634	99.183	99.677	0	24.81728467	27.01355201	0	28.43484984	27.61164179	32.55821221	0	23.13135943	0	24.12432296	15.43645638	70.16908475	86.879	0	27.40413702	30.98630282	32.38087619	0	0	90.566	87.013	23.36151261	0	32.15294985	0	70.89221127	27.81807194	52.54210169	54.65671569	29.80098675	24.04629187	23.9133913	53.10735593	0	21.23730936	29.26829268	29.10447761	16.12908602	0	0	0	22.92329568	63.23544118	75.69051105	26.69759251	38.96453951	0	0	41.95365517	36.53859375	29.78247458	46.0202699	51.95182583	95.785	94.697	66.47257364	95.98037688	96.684	83.333	91.23851964	97.6	96.38	88.889	75.529	98.1981982	99.745	100	100	100	99.516	99.73	99.452	29.04553942	76.506	24.69723971	41.08990985	98.14	0	30.49377578	30.34182051	31.0073385	0	14.3358042	25.89939568	0	0	21.75935185	0	0	31.40542149	30.25490446	39.71591489	0	0	15.28237874	39.70544118	0	29.81915964	27.00394937	0	0	0	0	0	20.81800743	0	0	0	0	0	0	52.26142714	30.57140286	0	0	22.29129412	0	0	28.6145	37.12551497	0	0	44.14109375	33.95333953	0	45.36049485	39.51195259	0	0	0	50.64964156	0	0	13.79312644	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.42774046	0	0	Pomona	2
200801774	70.75439623	98.907	99.183	99.677	0	24.57405353	27.01355201	0	28.43484984	27.61164179	32.55821221	0	22.77609964	0	24.12432296	15.10055034	70.16947119	87.234	77.688	26.20191106	30.98630282	32.38087619	0	0	90.189	0	23.36151261	0	32.15341593	0	70.89221127	26.85870504	95.48	22.54921078	30.13253642	24.04629187	23.67163043	75.70585311	74.393531	21.23730936	30.24421463	29.10447761	0	0	0	0	23.2557907	82.35324755	33.14881768	25.76147541	38.96453951	0	0	40.23	36.53804808	28.57179661	46.36663668	50.75063063	95.785	94.697	90.31	96.31525126	96.684	83.667	91.23851964	97.6	96.154	88.12306513	58.30800604	17.71756757	22.19395918	53.448	65.92581728	31.49168785	93.462	18.64858649	98.904	79.253	59.33722892	25.18148184	43.8151782	0	0	28.2509417	30.34182051	31.0073385	0	14.3358042	25.89939568	0	0	21.75935185	0	0	31.40542149	30.25490446	39.71591489	0	0	15.28237874	38.23522059	0	32.22856928	27.00394937	0	0	0	0	0	26.02251301	0	0	0	0	0	0	52.42872864	30.57140286	0	0	21.98164706	0	0	28.91564157	37.12598802	0	0	44.14109375	33.95333953	0	45.01707216	39.51195259	0	0	0	84.6756	0	0	13.79312644	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.42774046	0	0	Grippotyphosa	2
cr1821	75.47171698	91.803	88.556	90.323	0	23.35795377	22.98643792	0	30.35131629	26.11974627	31.97671221	0	22.41978648	0	0	22.48337248	76.94875254	79.433	47.58084409	27.16326442	28.87288732	33.01572698	0	0	33.20712453	0	28.23526387	0	32.44863717	0	0	26.37913669	81.35575141	15.9315	30.79464901	17.24725705	24.15474396	75.141	45.55259838	18.22759866	22.68273171	27.6123806	0	28.68970149	0	0	31.22956811	63.48041176	30.93919337	25.99537237	38.96453951	0	0	47.70153448	23.31747115	29.29772397	45.67489273	51.35142342	98.851	96.97	44.18615504	81.40715243	97.704	96.667	90.6345861	99.2	88.91434389	98.084	87.613	17.41774174	17.60179592	55.172	47.65451852	31.76775414	80.63	0	10.68495342	82.57220747	70.482	19.61268765	25.99568134	0	0	18.38548879	27.35025641	25.06487339	43.05299657	10.31454545	26.13915108	0	0	0	0	26.54025592	28.92603719	0	37.94305674	0	0	15.28250831	36.27455882	0	29.81915964	26.16020253	31.58706383	0	0	0	0	40.89225279	0	0	0	0	0	0	52.93162312	31.14265714	0	0	20.43341176	0	0	27.71063554	37.72491018	0	0	44.5315	34.8839907	0	44.33021649	17.24158046	0	0	0	99.74	0	0	13.79312644	0	0	0	0	0	0	0	11.24365417	0	0	0	25.69974046	0	0	Grippotyphosa	2
norma	72.64116981	33.60671585	36.51189646	35.80629677	0	0	26.67767114	0	30.35168051	26.86525373	35.75567442	0	22.42015302	0	22.56789105	28.52322148	72.54269831	84.397	0	0	30.98623239	32.38087619	0	0	33.20712453	0	25.54621008	0	38.938	31.534543	70.89221127	0	26.55362712	0	0	26.36826866	0	22.59885876	0	21.23730936	0	28.35853731	0	43.44895522	0	30.56053141	31.56167442	0	35.08279558	0	38.96453951	0	0	0	0	0	0	0	31.03445211	29.16657955	0	21.10528476	32.65308673	0	29.60725076	26.400104	19.23108597	34.86576628	0	17.41756757	0	23.56287931	0	32.04383978	0	0	0	29.04587552	0	0	0	0	100	100	97.86324786	98.708	98.628	97.203	98.801	96.812	91.75796703	37.50044444	0	0	92.562	94.904	96.809	92.952	99.31786348	94.68425581	80.882	97.222	99.398	98.734	39.11614894	0	46.86	0	90.476	30.4832119	93.56760234	90.608	95.714	93.852	87.37060248	93.598	22.27774037	25.14312857	0	0	23.8390774	10.67344828	0	74.096	38.32353293	0	0	43.74971875	33.48865116	0	0	12.64366092	0	12.83585075	0	18.70124156	0	0	22.98835057	0	0	11.27036885	0	0	0	0	12.77694037	0	11.36755519	0	28.75282443	0	0	Sejroe	3
202102999	72.64116981	95.628	95.368	92.258	0	39.17274939	63.92611074	0	29.71286901	38.80632836	81.105	87.01265455	55.872	0	87.93736965	82.215	46.10190508	84.043	0	72.59606971	99.296	96.50793651	99.82	98.606223	52.83043019	89.286	43.86578824	53.48885788	54.27759292	13.32226644	99.531	99.52	80.79105085	22.54908333	46.35798675	45.77146269	58.2127971	80.79105085	0	63.54547157	32.68283171	37.31320896	76.344	84.90895522	0	11.71483871	68.77067774	82.10794118	81.21520442	68.85238407	38.96453951	37.55265823	0	44.82763218	37.01963942	34.86661017	0	0	31.03445211	29.16657955	0	21.10531658	32.39785714	0	29.30557704	26.39988	19.00486425	34.86576628	0	17.41756757	25.5104949	54.598	64.93838519	79.83387845	27.60307506	0	0	29.04587552	0	25.42365617	12.78839413	0	41.55132687	26.906	25.21333333	27.13203101	29.67433276	0	27.81766187	0	0	21.29652778	0	0	29.7517686	30.57334395	36.17068085	0	11.60394198	30.89704319	38.23522059	0	73.795	29.1138481	41.89813748	0	0	0	57.46007143	23.04856506	0	0	0	0	0	0	22.2779397	30.57094286	0	36.43755061	21.672	13.9575665	0	83.735	66.16785629	60.36297668	0	44.14109375	33.48851163	0	0	17.67260345	0	0	0	21.03894545	41.88057692	0	38.21851149	0	0	7.786772541	0	0	0	35.49806061	15.67297615	0	0	0	64.88525191	32.58705473	0	Icterohaemorrhagiae	1
fox_32256	72.64116981	95.628	95.64	93.871	0	25.06096837	26.67767114	0	29.39311821	27.61166418	31.39553779	0	22.42015302	0	23.73561479	20.47004027	72.54269831	83.688	0	28.12526202	30.98623239	32.38087619	0	0	99.623	48.05205195	23.36137311	0	32.44846018	0	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0	21.23730936	29.51180488	29.10418657	0	0	0	0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0	0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0	28.21563485	87.349	24.69723971	41.29946541	100	0	31.83881166	30.76888034	30.74911628	0	15.38445804	26.37851799	0	0	21.29652778	0	0	32.23119008	30.89178344	39.71591489	0	0	15.61447176	38.72529412	0	29.81915964	21.09702532	0	0	0	0	0	44.23791822	0	0	0	0	0	0	51.92643216	30.8568	0	0	21.672	0	0	28.91559036	36.82634731	0	0	44.14109375	33.48851163	0	44.33021649	40.374	0	0	0	85.45422078	0	0	14.36786207	0	0	7.786772541	0	0	0	0	11.07311414	0	0	0	24.68181679	0	0	Pomona	2
acssax2020	100	32.51361475	36.7843733	37.41945806	0	0	22.65091946	0	31.94940895	29.10474627	35.4655814	0	21.35225623	0	23.73547471	29.53032886	98.30463051	98.936	0	0	31.68982394	33.65044762	0	0	33.20712453	0	28.73936134	0	39.233	34.23289713	0	0	26.55362712	0	0	17.24725705	0	23.72908475	0	22.0735786	0	29.10447761	0	43.28352239	0	29.37193548	31.894	0	35.35927072	0	39.23679564	0	20.748	20.11459195	0	0	0	0	31.80091954	31.81775758	0	20.77037186	33.9290051	0	28.39864048	27.60028	17.87315385	37.16505747	0	17.41774174	0	22.98850575	0	32.32082873	0	13.24328649	0	29.04584232	0	0	0	0	97.23	95.9642287	92.73521368	98.45	98.113	93.706	93.525	83.76811594	0	38.42598148	0	73.45933649	88.843	91.083	95.035	95.595	62.28696246	85.71383721	88.725	90.833	91.867	85.65405907	39.11614894	0	44.928	0	82.53977619	36.0595539	97.953	50.55252762	99.524	100	93.99619048	98.675	22.11075377	24.57107143	0	0	20.43341176	10.01621675	0	72.892	38.3233982	0	0	43.74971875	34.41816744	0	0	12.93107759	0	13.13426866	0	9.350688312	0	0	22.41351724	0	0	0	0	0	0	0	11.92500852	0	12.19130148	0	25.95381679	0	0	Sejroe	3
ui_12764	72.64116981	95.628	95.368	92.258	0	25.06072993	26.67767114	0	29.39311821	27.61166418	31.68630523	0	22.42015302	0	24.12432296	20.47004027	51.86412203	84.397	59.1395	26.20185577	27.46512676	32.38087619	0	0	83.77327925	0	25.54621008	0	31.85853982	0	66.19746479	26.6185012	80.79105085	22.30433333	29.80099338	24.54381095	22.70504348	80.79105085	57.14263612	21.23730936	31.95146341	28.35853731	0	0	0	0	19.26887043	83.33309069	32.32066298	24.82465574	38.69164578	0	0	44.82763218	37.74069712	29.29808717	31.48772318	50.45031532	96.935	62.49977273	76.74438953	92.96501843	59.69369388	58	39.57720544	97.6	79.41149321	57.08824521	72.80930514	17.41756757	26.02008163	54.598	64.44417778	29.55754144	86.199	13.78371892	98.356	100	99.398	26.63438983	35.63969811	0	0	26.906	30.76888034	30.74911628	0	15.55964161	26.37851799	0	0	21.29652778	0	0	31.81780165	30.57334395	37.23394326	0	0	15.61447176	24.50964706	0	29.51846386	26.58253165	0	0	0	0	0	73.97726394	0	0	0	0	0	0	51.75884757	30.8568	0	0	21.672	0	0	28.6145	36.82622754	0	0	44.14109375	23.7205814	0	30.24068729	40.374	0	0	0	44.41577143	0	0	14.3677069	0	0	7.786772541	0	0	0	0	11.24365417	0	0	0	24.68181679	0	0	Grippotyphosa	2
178047	72.64116981	95.628	95.368	93.548	94.444	37.71328467	41.77872483	0	90.415	88.06	80.233	86.49372987	55.872	0	87.93736965	78.52375168	72.54269831	84.752	0	53.36561538	35.91537324	32.38087619	0	98.606223	98.868	0	97.647	54.78018605	54.57237758	12.81635076	70.89221127	58.27316547	26.55362712	20.83354657	42.38445695	40.13265672	100	22.59885876	0	41.97311037	89.75596341	80.597	76.344	0	24.27967078	11.20527504	66.77774086	30.3924902	32.59679558	51.05374707	79.29180926	37.55265823	0	0	28.36538462	32.9299322	0	0	31.03445211	29.16657955	0	21.10528476	32.39785714	0	29.30557704	26.39988	25.79201357	34.86576628	0	17.41756757	24.74507653	23.56287931	29.87698519	29.55754144	27.36060533	0	0	29.04587552	0	24.69765617	11.11124528	0	41.55132687	31.83881166	30.76888034	30.74911628	0	15.55964161	26.37851799	0	0	21.29652778	0	0	31.81780165	30.57334395	36.17068085	0	23.37848976	27.90702658	38.23522059	0	73.795	29.1138481	0	0	0	0	57.46007143	14.86994796	0	0	0	0	0	0	22.44572864	30.57094286	0	36.84246559	21.672	13.79320525	0	83.434	65.56929341	61.65832383	0	44.14109375	33.48851163	0	0	40.374	0	0	0	85.71428571	41.88057692	0	38.21851149	0	0	7.786772541	0	0	0	35.49806061	15.67297615	0	0	0	64.37618321	32.33787065	0	Pyrogenes	1
lyse	71.69816981	32.5136612	34.33228065	90	0	37.95624818	28.18777517	0	28.43440256	28.35841045	31.68644186	0	22.77609964	0	54.08564981	20.80531879	71.52505085	86.879	0	34.8561875	30.98630282	32.06388571	0	0	88.679	0	25.88231092	0	32.74367552	0	68.54429108	34.7723741	44.63240113	25.73514706	45.3645894	24.37843449	31.64221014	42.37271186	0	21.23766722	27.80501707	29.85035075	0	0	0	0	18.60447176	37.25469608	80.66345304	32.31822014	39.23679564	0	97.279	97.701	98.558	97.821	92.042	49.84945946	86.20726437	90.152	41.47247093	57.78921943	69.13247449	43.66648	19.63716012	27.6	29.638	35.24880843	45.31761329	16.51674174	27.29558929	41.37883908	37.77807407	74.58539227	30.02379903	0	0	28.21612033	45.48185241	100	100	0	0	27.80286996	29.48699145	25.32292506	0	14.86011189	21.82261871	0	22.52715385	24.07390741	0	36.96667299	33.8847438	31.52894904	40.07110284	0	0	15.94690365	39.21536765	0	31.02387651	27.00394937	0	0	0	0	0	20.44605576	0	0	0	0	0	0	52.93140704	30.57140286	0	0	21.98164706	0	0	28.61484036	35.32908383	0	0	43.74971875	33.95333953	0	42.61206186	45.25907328	0	0	30.78842365	85.45422078	0	0	14.3677069	0	25.50763883	7.786772541	6.862658088	0	0	0	11.92500852	0	0	0	23.15545547	0	0	Panama	2
200801910	100	100	100	100	100	99.757	100	57.7540107	68.68985942	100	50.87229651	50.64935065	100	99.597	100	77.18120805	100	99.645	66.12916667	38.46184615	36.62005634	17.77782857	0	54.00682927	32.8304717	0	74.45355294	54.52175194	35.39828909	13.32236088	0	40.04783933	26.55362712	23.28400735	75.828	45.7715058	38.16426087	23.72908475	63.34261995	75.7526689	89.02460488	79.104	53.76329749	29.35272968	25.10279835	13.24284211	52.15956811	29.65727451	33.42498619	35.59689696	80.65424796	36.70917722	20.748	20.11459195	28.36564904	39.22557869	0	0	0	31.81775758	12.79068605	20.77037186	33.9290051	0	26.88812085	27.60028	17.87315385	37.16505747	0	17.11725526	24.23479592	22.98850575	29.87614815	31.7678453	26.15011622	0	0	28.21563485	0	22.76047458	14.04592034	0	0	26.00884305	27.7774359	29.71578295	42.02452487	0	25.89939568	0	0	0	0	0	28.92609917	0	34.39681915	0	9.385515358	15.614701	28.43107843	0	29.51846386	27.00375527	31.09679214	0	0	0	0	39.77685502	0	0	0	0	0	0	22.11075377	30.57094286	0	33.19806073	17.02755418	0	0	28.6145	37.72467066	62.43483161	0	43.74971875	25.58139535	0	0	16.95378879	0	0	0	56.62351429	42.73459829	0	21.26426437	0	0	0	0	0	0	37.66192208	15.33202726	0	0	0	29.51615267	18.65681592	0	Ballum	1
445_izsler	72.64116981	95.628	95.64	93.871	0	25.06096837	26.67767114	0	29.39311821	27.61166418	31.39553779	0	22.42015302	0	23.73561479	20.47004027	72.54269831	83.688	0	28.12526202	30.98623239	32.38087619	0	0	99.623	48.05205195	23.36137311	0	32.44846018	0	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0	21.23730936	29.51180488	29.10418657	0	0	0	0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0	0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0	28.21563485	87.349	24.69723971	41.29946541	100	0	31.83881166	30.76888034	30.74911628	0	15.38445804	26.37851799	0	0	21.29652778	0	0	32.23119008	30.89178344	39.71591489	0	0	15.61447176	38.72529412	0	29.81915964	21.09702532	0	0	0	0	0	34.94428996	0	0	0	0	0	0	51.92643216	30.8568	0	0	21.672	0	0	28.91559036	36.82634731	0	0	44.14109375	33.48851163	0	44.33021649	40.374	0	0	0	85.45422078	0	0	14.36786207	0	0	11.27036885	0	0	0	0	11.07311414	0	0	0	24.68181679	0	0	Pomona	2
202300077	100	33.60637158	36.7843733	37.41945806	0	0	22.65091946	0	30.67130671	29.10474627	35.75567442	0	20.99641281	0	24.51386381	31.20841611	97.62693559	98.227	0	0	31.68982394	33.65044762	0	0	32.83027925	0	28.73985882	0	39.233	34.23289713	0	0	21.46911864	0	0	17.24725705	0	19.77433898	0	18.22759866	0	29.10447761	0	43.28352239	0	29.37193548	32.22613953	0	35.91116575	0	39.23679564	0	20.748	0	0	0	0	0	30.26812261	29.16695455	0	20.60321608	33.9290051	0	28.39864048	27.60028	17.87315385	36.01547893	0	17.11725526	0	19.54003448	0	32.04383978	0	13.24328649	0	28.63113693	0	0	0	0	97.23	94.61880269	91.45320513	97.933	97.77	93.531	93.525	87.826	92.30736264	38.88924074	0	0	88.43	90.127	94.681	95.595	62.45740444	86.04660465	86.765	91.944	92.771	86.076	39.27943208	0	44.928	0	82.698	22.67663569	99.708	100	100	100	95.23809524	100	22.61306533	25.14312857	0	0	23.52920433	10.18055172	0	73.494	38.62229042	0	0	43.74971875	34.41816744	0	0	13.07457615	0	13.13426866	0	9.090818182	0	0	22.12655172	0	0	0	0	0	0	0	11.75459114	0	12.02616145	0	28.24403053	0	0	Sejroe	3
2006006968	72.64116981	95.628	95.64	93.871	0	25.06096837	26.67767114	0	29.39311821	27.61166418	31.39553779	0	22.42015302	0	23.73561479	20.47004027	72.54269831	83.688	0	28.12526202	30.98623239	32.38087619	0	0	99.623	48.05205195	23.36137311	0	32.44846018	0	70.89221127	26.61863309	53.67261017	54.65671569	30.46309934	24.54381095	24.1542029	52.54210169	0	21.23730936	29.51180488	29.10418657	0	0	0	0	19.26887043	63.23544118	75.96705801	26.22988525	39.23679564	0	0	41.37883908	36.53859375	29.29787409	46.0202699	51.6512973	96.935	95.455	65.69807558	92.46186265	95.663	83	90.03	97.2	95.701	91.954	76.737	86.18628228	99.745	90.805	94.815	96.133	66.586	92.703	0	28.21563485	87.349	24.69723971	41.29946541	99.857	0	31.83881166	30.76888034	30.74911628	0	15.38445804	26.37851799	0	0	21.29652778	0	0	32.23119008	30.89178344	39.71591489	0	0	15.61447176	38.72529412	0	29.81915964	21.09702532	0	0	0	0	0	44.23791822	0	0	0	0	0	0	51.92643216	30.8568	0	0	21.672	0	0	28.91559036	36.82634731	0	0	44.14109375	33.48851163	0	44.33021649	40.374	0	0	0	85.45422078	0	0	14.36786207	0	0	7.786772541	0	0	0	0	11.07311414	0	0	0	24.68181679	0	0	Pomona	2
