Strain,WP_000007540.1,WP_000045938.1,WP_000050434.1,WP_000132018.1,WP_000231290.1,WP_000275679.1,WP_000284355.1,WP_000406134.1,WP_000432947.1,WP_000547460.1,WP_000549981.1,WP_000579813.1,WP_000600954.1,WP_000601375.1,WP_000661931.1,WP_000675255.1,WP_000715958.1,WP_000799637.1,WP_000823146.1,WP_000834719.1,WP_000848236.1,WP_000947841.1,WP_001052314.1,WP_001084686.1,WP_001206408.1,WP_002115390.1,WP_002115474.1,WP_061294270.1,target
B167,94.077,99.36502698412698,99.681,97.807,19.696828282828285,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
B1_Mm_MM050,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
B1_Mm_MM098,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,20.082295081967214,31.906206225680933,54.00682926829268,80.14944776119404,0
B1_Mm_MM119,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,19.467356557377048,31.906206225680933,54.00682926829268,80.14944776119404,0
B33,68.40911730545876,71.37563703703704,99.681,71.34491666666666,17.8449696969697,57.93274759615385,0.0,0.0,100.0,86.30159360730593,98.722,75.13224973544973,99.371,74.65860462670872,72.812025,75.1002891566265,100.0,76.52607746478873,67.44189577950043,73.93916363636363,78.22047543160691,73.29881481481482,99.82,99.10233333333333,73.223956284153,74.44860959792477,72.9383600464576,87.46255223880597,0
B42,94.077,99.36502698412698,99.681,97.807,19.696828282828285,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Bal_mus127,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,19.467356557377048,31.906206225680933,54.00682926829268,47.537129104477614,0
CLEP00152,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
CLEP00179,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
CMCC-3,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1
CR1421,80.139,77.937,76.99637699680511,39.254473684210524,8.080924242424242,11.057610576923079,87.356,0.0,92.308,72.60304109589042,76.42039772727273,33.015726984126985,33.20712452830188,77.918,84.688,88.554,90.07646564885498,37.32422535211268,53.747,44.958314049586775,90.83665338645419,34.88348837209302,0.0,71.044,18.85257786885246,33.074046692607006,85.71429965156794,68.80634626865671,0
CR2021,79.09395470383275,0.0,83.38658146964856,85.08800877192982,0.0,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,50.84177104377104,18.852418032786883,31.906206225680933,54.00682926829268,80.14944776119404,0
CR2821,80.139,77.937,76.99637699680511,39.254473684210524,8.080924242424242,50.96201201923078,87.356,0.0,92.308,72.60304109589042,76.42039772727273,33.015726984126985,33.20712452830188,77.918,84.688,88.554,90.07646564885498,37.32422535211268,53.747,44.958314049586775,90.83665338645419,34.88348837209302,0.0,71.044,18.85257786885246,33.074046692607006,85.71429965156794,68.80634626865671,0
DSM_21538,79.09395470383275,0.0,83.38658146964856,85.08800877192982,0.0,68.26943750000001,0.0,0.0,95.385,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,94.65645801526716,36.62005633802817,88.63058139534883,44.62832727272727,36.25470119521912,36.43449612403101,0.0,72.72766329966329,18.852418032786883,31.906206225680933,89.54689895470383,80.00022537313433,0
F384,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.851,1
F402,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.851,1
FDAARGOS_203,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
FK100,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.851,1
FK97,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.851,1
FMAS_AP5,94.425,99.36502698412698,99.681,97.368,98.99,53.36561538461538,99.234,0.0,100.0,93.607,98.722,32.380876190476194,98.868,99.685,99.375,100.0,100.0,35.91537323943662,96.641,43.63619834710743,99.203,95.607,0.0,98.99,20.491868852459017,97.276,98.60622299651567,76.26865074626866,0
FMAS_AP6,94.425,99.36502698412698,99.681,97.368,98.99,53.36561538461538,99.234,0.0,100.0,93.607,98.722,32.380876190476194,98.868,99.685,99.375,100.0,100.0,35.91537323943662,96.641,43.63619834710743,99.203,95.607,0.0,98.99,20.491868852459017,97.276,98.60622299651567,99.104,0
FMAS_AW3,94.425,99.36502698412698,99.681,97.368,98.99,53.36561538461538,99.234,0.0,100.0,93.607,98.722,32.380876190476194,98.868,99.685,99.375,100.0,100.0,35.91537323943662,96.641,43.63619834710743,99.203,95.607,0.0,98.99,20.491868852459017,97.276,98.60622299651567,99.104,0
FMAS_KG2,94.425,99.36502698412698,99.681,97.368,98.99,53.36561538461538,99.234,0.0,100.0,93.607,98.864,32.380876190476194,98.868,99.685,99.375,99.699,98.473,35.91537323943662,96.641,43.63619834710743,99.203,95.866,0.0,99.327,20.491868852459017,96.887,98.60622299651567,99.104,0
FMAS_PD1,94.425,99.36502698412698,99.681,97.368,98.99,53.36561538461538,99.234,0.0,100.0,93.607,98.864,32.380876190476194,98.868,99.685,99.375,99.699,98.473,35.91537323943662,96.641,43.63619834710743,99.203,95.866,0.0,99.327,20.491868852459017,96.887,98.60622299651567,99.104,0
FMAS_PD2,79.094,0.0,77.95495207667732,88.59670614035088,8.080924242424242,72.59567067307692,0.0,0.0,96.308,0.0,77.273,33.65044761904762,78.113,78.233,22.18775625,66.86756024096385,89.31329770992367,35.91537323943662,54.00518863049096,43.305586776859506,37.05221115537848,35.65899224806201,0.0,74.0737542087542,20.901639344262296,31.906599221789886,89.54689895470383,25.821026865671644,0
FMAS_PN2,100.0,99.841,99.681,99.561,14.141252525252526,100.0,100.0,100.0,100.0,86.30159360730593,100.0,96.5079365079365,99.623,99.685,100.0,100.0,99.23700000000001,100.0,100.0,100.0,100.0,100.0,100.0,99.327,100.0,99.611,100.0,99.851,0
Fiocruz_L1-130,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.653,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV130,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV133,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.851,1
Fiocruz_LV237,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV251,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV256,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2750,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2755,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2759,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2763,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2766,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2767,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2772,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2776,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2787,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2790,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2791,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.504,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2807,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2812,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2816,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2841,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2919,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV2973,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV3076,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV3213,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV3323,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV3409,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV3879,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4034,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4108,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4113,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4114,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4118,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4152,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4160,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4173,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4174,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4188,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4211,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4212,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4217,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4225,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_LV4234,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
Fiocruz_R83,94.077,99.36502698412698,99.681,97.807,25.757252525252525,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
G30,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.064,98.722,96.5079365079365,98.491,99.685,99.062,100.0,100.0,99.296,96.124,99.669,98.805,95.607,99.82,99.327,99.59,96.887,98.60622299651567,99.104,0
G32,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.064,98.722,96.5079365079365,98.491,99.685,99.062,100.0,100.0,99.296,96.124,99.669,98.805,95.607,99.82,99.327,99.59,96.887,98.60622299651567,99.104,0
Gui44,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,71.27468581687613,100.0,100.0,100.0,100.0,99.851,1
HAI0188,94.077,99.36502698412698,99.681,97.807,13.636404040404042,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.669,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,98.955,0
HS006,100.0,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.701,1
I2,52.41415928322549,66.42886666666666,77.95532348242811,50.87730592105263,11.174283459595959,51.730864903846154,77.011,0.0,94.3075,75.34234246575343,79.261,33.05523214285714,40.66027924528302,51.537850157728705,51.91398203125,68.07236671686746,80.91603053435114,33.97912588028169,71.99003255813952,33.367872314049585,63.44615438247012,44.2829919250646,0.0,71.16991877104377,20.54316905737705,53.84224173151751,54.18111759581882,80.37311268656717,0
IP1605021,87.456,8.253944444444445,91.69311182108625,38.158223684210526,12.626363636363637,44.47122115384616,86.59,0.0,89.231,0.0,86.506,32.380876190476194,90.566,87.38147634069401,22.812384375,66.26477710843375,91.60280152671756,37.32422535211268,89.664,44.958314049586775,37.05179282868526,81.137,0.0,84.51203703703703,19.262606557377048,29.960805447470815,75.60931707317073,78.6565014925373,0
IPAV,94.077,99.36502698412698,99.681,97.807,98.99,72.83649038461539,0.0,0.0,100.0,94.064,98.722,96.1904253968254,98.491,99.685,99.062,100.0,100.0,99.296,96.124,99.669,98.805,95.607,99.82,99.327,99.59,96.887,98.60622299651567,99.104,0
K56,94.425,97.46,99.042,97.368,98.99,53.36561538461538,99.234,0.0,100.0,93.607,98.72203125,32.380876190476194,98.868,99.685,99.375,99.699,100.0,35.915211267605635,96.382,43.63619834710743,98.805,95.866,0.0,98.316,20.491868852459017,96.887,98.606,98.955,0
Kantorowic,94.077,99.36502698412698,99.681,97.807,19.696828282828285,72.83649038461539,0.0,0.0,100.0,86.30159360730593,98.722,96.5079365079365,99.245,99.685,99.062,100.0,100.0,99.296,96.124,99.504,99.203,95.607,99.82,98.99,99.59,96.887,98.60622299651567,53.28359999999999,0
Kito,99.652,99.841,100.0,99.561,100.0,100.0,100.0,100.0,100.0,99.543,100.0,96.5079365079365,100.0,99.685,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.851,1
L0066,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,68.26943750000001,0.0,0.0,95.385,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,94.65645801526716,36.62005633802817,88.63058139534883,44.62832727272727,36.25470119521912,36.43449612403101,0.0,72.72766329966329,19.467356557377048,31.906206225680933,89.54689895470383,80.00022537313433,0
L0374,94.425,50.15893333333334,99.361,97.368,98.99,44.471538461538465,71.26455938697318,0.0,100.0,93.607,62.78427272727273,15.55567619047619,83.77327924528302,99.685,99.375,55.1205421686747,100.0,35.91537323943662,45.736408268733854,43.63619834710743,99.203,95.607,0.0,69.69692592592594,20.491868852459017,97.276,98.60622299651567,49.55218656716418,0
L0864,79.09395470383275,0.0,83.38658146964856,85.08800877192982,8.080924242424242,68.26943750000001,0.0,0.0,95.385,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,94.65645801526716,36.62005633802817,88.63058139534883,44.62832727272727,36.25470119521912,36.43449612403101,0.0,72.72766329966329,19.467356557377048,31.906206225680933,89.54689895470383,80.00022537313433,0
L231,79.094,0.0,78.91341853035144,89.47384210526315,8.080924242424242,72.83691826923076,0.0,0.0,96.0,0.0,77.273,33.65044761904762,77.736,78.549,22.18775625,66.86756024096385,89.31329770992367,35.21142957746479,97.933,43.305586776859506,37.05221115537848,35.40080620155039,0.0,73.7373468013468,20.901639344262296,31.906599221789886,88.85033449477352,34.92530149253731,0
L495,94.425,97.46,99.042,97.368,98.99,53.36561538461538,99.234,0.0,100.0,93.607,98.72203125,32.380876190476194,98.868,99.685,99.375,99.699,100.0,35.915211267605635,96.382,43.63619834710743,98.805,95.866,0.0,98.316,20.491868852459017,96.887,98.606,98.955,0
L60,79.79106271777003,87.14245873015874,79.55271565495208,85.5266447368421,8.080924242424242,38.22143028846154,0.0,86.29,96.0,82.192,79.119,33.65044761904762,77.736,81.073,89.688,94.277,93.89329007633587,36.61935211267606,52.713,45.62015206611571,88.44619123505977,36.17536434108527,0.0,73.4009393939394,20.082024590163932,31.906599221789886,89.54689895470383,60.89519104477612,0
LEPTOCUBA04,79.09395470383275,0.0,83.38658146964856,85.08800877192982,0.0,38.46184615384616,88.506,76.882,0.0,0.0,79.545,33.65044761904762,33.20712452830188,79.495,21.875171875,66.56586144578313,93.89329007633587,36.62005633802817,88.88923772609819,63.3054347107438,36.25470119521912,36.43449612403101,0.0,72.39043771043771,18.852418032786883,31.906206225680933,54.00682926829268,80.14944776119404,0
