Strain,WP_000020777.1,WP_000041234.1,WP_000052509.1,WP_000275928.1,WP_000535865.1,WP_000550370.1,WP_000567886.1,WP_000579360.1,WP_000580577.1,WP_000627059.1,WP_000651740.1,WP_000665193.1,WP_000686566.1,WP_000697351.1,WP_000723079.1,WP_000848826.1,WP_000897584.1,WP_001047906.1,WP_001117631.1,WP_001136119.1,WP_002076509.1,WP_002078520.1,WP_002099939.1,WP_002099940.1,WP_002099981.1,WP_002100003.1,WP_002108483.1,WP_002108484.1,WP_002108485.1,WP_002108487.1,WP_002108488.1,WP_002108502.1,WP_002108504.1,WP_002108506.1,WP_002108508.1,WP_002108525.1,WP_002108526.1,WP_002183331.1,WP_025180279.1,WP_025180280.1,WP_029781911.1,target
OV5,100.0,98.801,98.614,98.1,97.86324786324786,75.40556756756757,98.577,80.882,92.952,0.0,94.68425581395348,99.31786348122866,88.972,98.628,99.398,99.64176344086022,56.33787323943661,99.052,98.708,99.435,100.0,100.0,72.41403448275861,92.835,99.087,77.55944094488189,0.0,97.222,0.0,94.505,96.812,94.904,98.734,37.50044444444445,0.0,96.863,96.809,37.74495588235294,99.824,92.562,97.203,0
Oregon,96.953,94.245,94.226,94.299,92.52127564102564,84.05429189189189,95.73,91.176,96.476,97.17,91.3623023255814,91.46778156996587,79.69921804511277,98.456,98.193,80.64501792114694,52.1127323943662,94.313,98.45,98.305,98.206,98.005,74.13763793103448,90.966,66.20977168949771,95.669,10.900417061611375,95.833,0.0,95.055,88.6951652173913,95.223,96.624,35.18502314814815,0.0,94.902,95.39,24.01964705882353,97.887,88.843,96.503,0
R499,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.51,100.0,100.0,95.34883720930233,100.0,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,100.0,100.0,100.0,100.0,100.0,99.526,100.0,99.672,100.0,99.71,99.682,100.0,100.0,98.077,100.0,100.0,100.0,100.0,99.587,100.0,1
RL0016,97.507,93.525,93.303,92.874,91.45320512820513,89.459,92.171,86.765,95.595,95.283,86.37841860465116,34.98293515358362,77.94515789473684,97.77,93.072,73.118,53.52107042253521,94.787,97.933,97.175,94.61880269058295,96.509,72.41351724137931,51.09044236760124,68.03693150684931,93.70064173228346,0.0,92.222,0.0,92.85725274725274,88.406,90.127,85.654,38.88924074074074,0.0,95.294,95.035,92.647,94.366,88.43,93.182,0
SN_Ce_RL4,97.507,93.525,93.303,92.874,91.45320512820513,89.459,92.171,86.765,95.595,95.283,86.37841860465116,34.98293515358362,77.94515789473684,97.77,93.072,73.118229390681,53.52107042253521,94.787,97.933,97.175,94.61880269058295,96.509,72.41351724137931,51.09044236760124,68.03693150684931,93.70064173228346,0.0,92.222,6.2294262295081975,92.85725274725274,88.406,90.127,85.654,38.88924074074074,0.0,95.294,95.035,92.647,94.366,88.43,93.182,0
Sponselee,97.23,93.52500000000002,93.072,92.87399999999998,91.45320512820513,89.459,92.171,86.765,95.59499999999998,94.969,86.0466046511628,62.45740443686007,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.78699999999999,97.933,97.45800000000001,94.61880269058297,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228347,0.0,91.944,6.2294262295081975,92.30736263736264,87.82599999999998,90.127,86.07599999999998,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
Sponselee_CDC,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
Szwajizak,96.953,94.724,92.148,72.447,94.87156837606837,94.324,94.662,92.157,92.952,98.113,94.35244186046512,88.39629692832766,68.67157894736842,98.799,96.386,73.835,54.929492957746476,99.052,98.966,98.588,98.655,98.504,72.41351724137931,91.589,70.77668036529681,94.094,0.0,94.722,0.0,94.505,90.725,93.312,95.35845569620254,34.721875,0.0,95.686,95.39,78.92179411764705,98.768,85.124,96.329,0
TC112,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
TC129,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
TC147,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
TC273,97.23,93.525,93.072,92.874,91.45320512820513,89.459,92.171,86.765,95.595,94.969,86.0466046511628,62.457404436860074,78.19552882205512,97.77,92.771,73.47625448028674,33.80297183098592,94.787,97.933,97.458,94.61880269058295,96.259,72.41351724137931,51.4018691588785,68.4927305936073,93.70064173228346,0.0,91.944,0.0,92.30736263736264,87.826,90.127,86.076,38.88924074074074,0.0,96.471,94.681,58.823264705882345,94.19,88.43,93.531,0
UT053,100.0,95.204,100.0,100.0,100.0,100.0,100.0,99.51,100.0,100.0,95.34883720930233,100.0,99.749,100.0,99.699,100.0,100.0,100.0,100.0,100.0,99.552,98.504,100.0,100.0,100.0,100.0,0.0,99.722,0.0,95.604,90.145,98.408,99.578,38.425981481481486,0.0,98.824,99.645,100.0,98.063,95.041,96.678,0
VF237,97.23,94.245,94.457,94.299,92.30755128205128,82.70225675675675,95.374,91.176,96.476,0.0,91.02953488372093,90.2731399317406,79.44911278195488,98.456,98.193,81.3615770609319,52.1127323943662,94.313,98.191,98.588,97.758,97.756,74.13763793103448,90.966,66.20977168949771,96.063,70.1420616113744,96.389,0.0,95.055,89.855,95.223,96.624,38.88924074074074,73.07711538461538,95.686,95.745,92.647,97.535,90.083,96.853,0
